timestamp,src_ip,dst_ip,protocol,length,info
2026-08-11T20:55:21.206841,2a03:2880:f368:80:face:b00c:0:3,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,174,443 -> 62816 Len=120
2026-08-11T20:55:21.206841,2a03:2880:f368:80:face:b00c:0:3,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,110,443 -> 62816 Len=56
2026-08-11T20:55:21.206841,2a03:2880:f368:80:face:b00c:0:3,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,334,443 -> 62816 Len=280
2026-08-11T20:55:21.207218,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2a03:2880:f368:80:face:b00c:0:3,QUIC,96,62816 -> 443 Len=42
2026-08-11T20:55:21.213515,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2001:4860:482c:7700::,TCP-DATA,102,61524 -> 443 Len=48
2026-08-11T20:55:21.213799,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,195,57912 -> 443 Len=141
2026-08-11T20:55:21.214674,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,200,57912 -> 443 Len=146
2026-08-11T20:55:21.214756,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,188,57912 -> 443 Len=134
2026-08-11T20:55:21.214844,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,187,57912 -> 443 Len=133
2026-08-11T20:55:21.214916,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,189,57912 -> 443 Len=135
2026-08-11T20:55:21.215009,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,199,57912 -> 443 Len=145
2026-08-11T20:55:21.215453,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,200,57912 -> 443 Len=146
2026-08-11T20:55:21.215521,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,200,57912 -> 443 Len=146
2026-08-11T20:55:21.215953,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,199,57912 -> 443 Len=145
2026-08-11T20:55:21.216289,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,202,57912 -> 443 Len=148
2026-08-11T20:55:21.216386,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,191,57912 -> 443 Len=137
2026-08-11T20:55:21.216703,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,203,57912 -> 443 Len=149
2026-08-11T20:55:21.216831,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,202,57912 -> 443 Len=148
2026-08-11T20:55:21.217484,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,202,57912 -> 443 Len=148
2026-08-11T20:55:21.217673,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,201,57912 -> 443 Len=147
2026-08-11T20:55:21.220592,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2001:4860:482c:7700::,TCP-DATA,881,61524 -> 443 Len=827
2026-08-11T20:55:21.225677,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,88,443 -> 61524 Len=34
2026-08-11T20:55:21.225682,2404:6800:4007:830::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,867,443 -> 52594 Len=813
2026-08-11T20:55:21.242828,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,95,443 -> 61524 Len=41
2026-08-11T20:55:21.249422,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1288,443 -> 57912 Len=1234
2026-08-11T20:55:21.249423,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.249643,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,97,57912 -> 443 Len=43
2026-08-11T20:55:21.249729,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2001:4860:482c:7700::,TCP-DATA,95,61524 -> 443 Len=41
2026-08-11T20:55:21.249794,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.249795,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.249796,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.250226,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1006,443 -> 57912 Len=952
2026-08-11T20:55:21.250226,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,85,443 -> 57912 Len=31
2026-08-11T20:55:21.250227,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1288,443 -> 57912 Len=1234
2026-08-11T20:55:21.250316,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,93,57912 -> 443 Len=39
2026-08-11T20:55:21.250597,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,93,57912 -> 443 Len=39
2026-08-11T20:55:21.250676,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.250676,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.250730,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,97,57912 -> 443 Len=43
2026-08-11T20:55:21.250798,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.251026,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:830::200e,QUIC,98,52594 -> 443 Len=44
2026-08-11T20:55:21.251204,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1018,443 -> 57912 Len=964
2026-08-11T20:55:21.255574,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,85,443 -> 57912 Len=31
2026-08-11T20:55:21.255575,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,92,443 -> 57912 Len=38
2026-08-11T20:55:21.255575,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,92,443 -> 57912 Len=38
2026-08-11T20:55:21.255575,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,92,443 -> 57912 Len=38
2026-08-11T20:55:21.255575,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,92,443 -> 57912 Len=38
2026-08-11T20:55:21.255576,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,92,443 -> 57912 Len=38
2026-08-11T20:55:21.255576,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,92,443 -> 57912 Len=38
2026-08-11T20:55:21.255576,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,92,443 -> 57912 Len=38
2026-08-11T20:55:21.255576,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,92,443 -> 57912 Len=38
2026-08-11T20:55:21.255576,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,92,443 -> 57912 Len=38
2026-08-11T20:55:21.255744,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,95,443 -> 61524 Len=41
2026-08-11T20:55:21.255746,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,91,443 -> 57912 Len=37
2026-08-11T20:55:21.255746,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.255746,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,91,443 -> 57912 Len=37
2026-08-11T20:55:21.255868,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,784,57912 -> 443 Len=730
2026-08-11T20:55:21.255905,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.255932,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.255957,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.255985,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.256020,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.261134,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,91,443 -> 57912 Len=37
2026-08-11T20:55:21.263736,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2001:4860:482c:7700::,TCP-DATA,95,61524 -> 443 Len=41
2026-08-11T20:55:21.265395,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2001:4860:482c:7700::,TCP-DATA,1292,61524 -> 443 Len=1238
2026-08-11T20:55:21.265446,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2001:4860:482c:7700::,TCP-DATA,567,61524 -> 443 Len=513
2026-08-11T20:55:21.267366,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1287,443 -> 57912 Len=1233
2026-08-11T20:55:21.267366,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1287,443 -> 57912 Len=1233
2026-08-11T20:55:21.267704,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,98,57912 -> 443 Len=44
2026-08-11T20:55:21.268081,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.268085,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,648,443 -> 57912 Len=594
2026-08-11T20:55:21.268090,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1288,443 -> 57912 Len=1234
2026-08-11T20:55:21.268205,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,98,57912 -> 443 Len=44
2026-08-11T20:55:21.268302,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,98,57912 -> 443 Len=44
2026-08-11T20:55:21.273102,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.273102,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.273472,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.273761,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.273762,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.273762,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.273829,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2001:4860:482c:7700::,TCP-DATA,896,61524 -> 443 Len=842
2026-08-11T20:55:21.273917,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.279253,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.279254,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.279435,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.279609,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,774,443 -> 57912 Len=720
2026-08-11T20:55:21.279610,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1287,443 -> 57912 Len=1233
2026-08-11T20:55:21.280032,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,754,443 -> 57912 Len=700
2026-08-11T20:55:21.280043,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.280128,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,98,57912 -> 443 Len=44
2026-08-11T20:55:21.285218,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,286,443 -> 61524 Len=232
2026-08-11T20:55:21.285219,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,85,443 -> 61524 Len=31
2026-08-11T20:55:21.299551,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2001:4860:482c:7700::,TCP-DATA,102,61524 -> 443 Len=48
2026-08-11T20:55:21.301491,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,88,443 -> 57912 Len=34
2026-08-11T20:55:21.303362,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,90,443 -> 57912 Len=36
2026-08-11T20:55:21.303362,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,88,443 -> 57912 Len=34
2026-08-11T20:55:21.303363,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,86,443 -> 57912 Len=32
2026-08-11T20:55:21.303363,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,86,443 -> 57912 Len=32
2026-08-11T20:55:21.307414,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,1287,443 -> 61524 Len=1233
2026-08-11T20:55:21.307417,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,1292,443 -> 61524 Len=1238
2026-08-11T20:55:21.307793,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,1292,443 -> 61524 Len=1238
2026-08-11T20:55:21.307793,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,1292,443 -> 61524 Len=1238
2026-08-11T20:55:21.307834,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,1292,443 -> 61524 Len=1238
2026-08-11T20:55:21.308567,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,1292,443 -> 61524 Len=1238
2026-08-11T20:55:21.308568,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,1292,443 -> 61524 Len=1238
2026-08-11T20:55:21.308568,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,1292,443 -> 61524 Len=1238
2026-08-11T20:55:21.308918,2404:6800:4007:830::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,861,443 -> 52594 Len=807
2026-08-11T20:55:21.308918,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1288,443 -> 57912 Len=1234
2026-08-11T20:55:21.309081,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:830::200e,QUIC,95,52594 -> 443 Len=41
2026-08-11T20:55:21.313992,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.313993,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.313994,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.313995,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.313995,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,1275,443 -> 61524 Len=1221
2026-08-11T20:55:21.314003,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,605,443 -> 57912 Len=551
2026-08-11T20:55:21.314272,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2001:4860:482c:7700::,TCP-DATA,101,61524 -> 443 Len=47
2026-08-11T20:55:21.314375,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,98,57912 -> 443 Len=44
2026-08-11T20:55:21.314428,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.314453,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.319628,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,709,443 -> 61524 Len=655
2026-08-11T20:55:21.319629,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,310,443 -> 61524 Len=256
2026-08-11T20:55:21.319936,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.319937,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.320553,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.320554,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.320596,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.321534,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.327646,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.327647,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.327899,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2001:4860:482c:7700::,TCP-DATA,102,61524 -> 443 Len=48
2026-08-11T20:55:21.327960,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.327960,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.328145,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,100,57912 -> 443 Len=46
2026-08-11T20:55:21.328362,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.328368,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.331948,2404:6800:4007:830::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,86,443 -> 52594 Len=32
2026-08-11T20:55:21.332302,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.332303,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.333032,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,759,443 -> 57912 Len=705
2026-08-11T20:55:21.333034,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,88,443 -> 61524 Len=34
2026-08-11T20:55:21.333035,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.333035,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.333035,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.333338,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.333339,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.333500,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,98,57912 -> 443 Len=44
2026-08-11T20:55:21.333968,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.333968,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.338237,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.338238,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.338238,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.338346,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.338346,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.338984,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.343363,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.343364,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,133,443 -> 57912 Len=79
2026-08-11T20:55:21.343443,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.343593,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,99,57912 -> 443 Len=45
2026-08-11T20:55:21.343704,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,96,57912 -> 443 Len=42
2026-08-11T20:55:21.343765,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,94,57912 -> 443 Len=40
2026-08-11T20:55:21.349210,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1288,443 -> 57912 Len=1234
2026-08-11T20:55:21.349211,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.355759,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.356134,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.356135,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.356897,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.357062,2409:40f4:200f:afab:f1e4:eebc:763b:aad,2404:6800:4007:815::200e,QUIC,98,57912 -> 443 Len=44
2026-08-11T20:55:21.364429,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,296,443 -> 61524 Len=242
2026-08-11T20:55:21.364430,2001:4860:482c:7700::,2409:40f4:200f:afab:f1e4:eebc:763b:aad,TCP-DATA,85,443 -> 61524 Len=31
2026-08-11T20:55:21.364778,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.364781,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.365365,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.365366,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.365397,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.365398,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
2026-08-11T20:55:21.366287,2404:6800:4007:815::200e,2409:40f4:200f:afab:f1e4:eebc:763b:aad,QUIC,1292,443 -> 57912 Len=1238
